account_id,date,total
42,2016-09-16 10:27,299.28
86,2017-02-17 21:56,839.96
54,2016-08-02 08:28,53.58
85,2016-11-17 05:58,887.68
67,2016-08-10 11:20,225.03
71,2017-02-02 08:35,772.64
63,2017-01-10 21:42,214
23,2017-03-04 22:12,427.28
21,2016-10-23 07:48,675.64
70,2016-12-03 22:15,21.84
84,2016-09-18 09:39,700.56
11,2017-02-13 05:43,777.03
3,2016-12-06 06:00,126.4
36,2016-12-22 17:50,510.48
79,2016-09-15 07:09,564.48
37,2016-07-23 22:33,660.24
38,2016-12-29 02:29,144.82
7,2016-07-12 13:04,613.2
98,2016-12-05 18:57,115
78,2016-08-31 11:19,102.3
31,2016-08-28 20:45,137.9
67,2016-10-15 00:50,467.48
69,2016-11-15 22:12,79.05
78,2016-07-12 17:26,150.96
50,2016-08-08 15:00,447.36
6,2017-02-17 03:22,608.03
4,2016-10-15 15:35,112.86
90,2017-01-15 08:07,249.24
95,2016-11-20 11:38,185.22
78,2017-03-06 09:35,1452.66
86,2016-12-19 18:18,356.85
42,2017-03-07 13:10,483.63
44,2016-07-25 12:38,294.59
88,2016-12-29 20:21,417.42
85,2016-10-06 06:52,343.98
63,2017-01-18 13:36,594
94,2016-11-10 10:31,161.46
31,2017-01-31 07:50,558.33
70,2017-02-18 07:05,204.9
8,2016-09-27 18:02,444.28
72,2016-10-10 09:16,296.1
82,2016-08-18 10:51,201.3
46,2016-12-14 11:56,779.22
91,2017-01-19 05:50,132.2
4,2016-12-11 06:34,475.64
82,2017-02-20 13:07,255.68
33,2016-10-23 23:54,214.5
7,2017-01-29 00:45,786.24
30,2016-09-11 12:20,1766.37
18,2016-10-29 09:14,45.81
35,2017-01-23 19:27,44.2
43,2016-07-25 08:12,547.47
28,2017-02-16 17:10,96.8
84,2016-09-22 09:01,898.8
2,2016-11-22 18:10,62.72
81,2016-08-02 20:40,95.37
69,2016-08-09 21:03,12.3
17,2016-10-29 09:39,1452.55
85,2017-03-02 11:18,366.86
41,2016-07-15 08:50,855
93,2016-07-21 00:50,705.5
48,2017-01-22 01:07,211.48
81,2016-08-29 10:28,1157.1
44,2016-11-24 17:54,277.42
42,2016-12-21 05:46,1044
61,2017-02-01 21:26,546.43
34,2016-07-30 14:03,1067.8
28,2017-02-23 23:13,119.16
85,2016-08-14 23:12,1208.96
62,2016-12-12 11:08,287.04
41,2017-01-05 01:43,673.74
69,2017-02-20 12:13,125.2
40,2016-11-18 18:16,7.62
48,2016-11-28 17:58,125.51
18,2016-07-03 07:27,757.35
31,2017-02-19 19:51,855.04
49,2016-10-14 04:38,1188.64
77,2016-07-24 17:29,1072.26
62,2017-01-28 03:46,407.04
66,2016-09-17 08:48,235.5
77,2016-09-30 20:21,731
89,2017-02-17 06:10,814.3
65,2016-11-02 03:07,573.3
59,2016-07-04 01:22,30.44
45,2016-11-24 08:45,299.2
19,2016-09-09 03:42,512.9
32,2016-08-03 09:00,1307.2
44,2016-07-31 12:35,1003.03
77,2016-10-27 18:51,23.63
58,2017-02-25 14:58,727.98
88,2016-07-09 01:19,159.4
48,2017-01-28 07:33,330.19
46,2016-11-01 00:52,1149.54
20,2016-10-12 12:29,66.64
8,2016-11-18 15:25,792.44
86,2016-12-12 11:34,682.64
33,2016-07-28 10:55,1322.64
74,2016-10-28 03:47,273.84
88,2016-07-16 12:18,930
27,2016-12-25 08:04,119.84
2,2016-11-04 18:17,235.52
14,2016-10-27 12:28,964.6
36,2016-09-17 16:55,452.2
23,2017-01-01 19:23,1621.04
73,2016-09-15 21:46,169.29
10,2017-02-03 12:42,96.32
65,2016-08-24 21:50,87.4
28,2016-12-10 13:35,1058.08
88,2016-09-17 01:50,624.84
49,2016-11-07 05:51,696
53,2016-10-05 04:27,83.52
9,2016-07-12 18:02,433.2
18,2016-11-20 22:40,648.59
96,2016-09-15 20:46,648.15
64,2016-08-21 06:00,278.56
84,2016-09-14 04:41,150.15
56,2016-07-27 14:57,271.05
19,2017-01-27 20:46,162.4
58,2016-11-13 03:56,156.56
45,2017-03-07 21:41,853.3
2,2016-10-07 12:59,127.25
100,2017-01-20 20:20,104.88
42,2017-02-22 00:02,601.9
97,2016-08-20 07:08,310.49
54,2016-12-29 00:34,386.1
14,2017-03-01 03:35,548.7
15,2016-10-16 11:54,565.41
76,2017-01-07 01:47,75.92
12,2016-09-18 23:30,23.65
82,2016-10-19 01:05,1354.43
8,2017-01-16 08:04,616.14
18,2016-07-09 04:35,111.02
89,2016-09-29 16:29,170.1
100,2016-07-16 21:51,62.76
14,2016-09-29 22:14,62.35
72,2016-07-29 15:05,984.32
24,2016-10-06 17:44,648.44
10,2017-02-09 18:12,93.93
14,2016-12-17 13:09,277.02
66,2016-10-14 09:23,517.63
93,2016-12-14 11:20,544.57
10,2017-01-12 17:18,190.2
98,2016-10-07 13:08,797.44
29,2016-11-13 04:11,138.88
65,2016-07-13 23:04,111.84
78,2016-10-31 16:52,849.55
96,2016-08-27 06:07,185.38
44,2017-03-11 17:22,774.25
75,2016-09-27 04:20,126.28
17,2016-09-09 18:46,1781.76
76,2016-12-30 21:58,203.13
92,2016-10-15 10:24,279.45
14,2017-02-27 05:09,81.44
98,2016-10-06 09:57,600
1,2017-01-17 10:57,209.88
32,2016-10-15 13:43,1039.17
92,2016-12-04 12:55,427.14
66,2016-07-16 11:31,217.09
18,2016-12-20 01:36,1478.25
64,2017-01-19 06:00,298.6
14,2016-09-29 06:04,667.44
7,2016-12-22 20:05,849.95
53,2017-03-04 06:57,1413.68
7,2017-01-21 14:06,161.88
98,2016-09-19 12:04,563.76
10,2017-02-01 00:07,193.5
26,2017-01-22 02:58,269.61
6,2017-02-12 07:17,618.66
61,2017-01-02 08:32,88.14
84,2016-11-22 01:56,342.49
59,2016-11-30 22:36,68.85
12,2016-08-10 18:15,243.6
85,2017-01-01 13:35,3.46
31,2016-12-10 22:07,55.72
57,2016-07-08 11:42,1010.84
11,2016-10-14 04:46,959.14
68,2016-10-14 02:50,831.06
95,2017-02-20 16:14,499.5
43,2016-08-19 12:00,1238.25
15,2016-12-15 08:47,1016.94
38,2016-12-23 15:18,869.46
26,2016-09-30 08:37,515.84
18,2017-01-11 21:11,352.08
53,2016-11-23 02:03,858.5
53,2017-02-09 03:39,91.05
80,2016-11-22 21:04,298.88
36,2017-01-25 22:04,191.35
89,2016-09-05 17:45,1060.29
74,2016-10-06 07:50,314.5
88,2016-07-22 02:45,656.58
72,2017-03-01 15:23,781.2
81,2016-12-01 19:18,172.56
77,2016-12-01 19:41,689.13
37,2016-10-25 00:18,399.74
6,2016-09-21 00:14,1308.3
57,2016-11-25 04:04,767.25
24,2016-12-03 10:24,55.2
10,2016-09-02 18:49,143.92
32,2017-01-07 07:09,874.72
68,2016-09-23 01:21,738.71
7,2016-07-28 17:21,261.06
71,2016-09-30 16:01,116
53,2017-01-04 06:07,1147
52,2017-02-20 13:39,182.77
15,2016-10-02 11:51,1400.4
28,2016-07-29 14:57,336.6
100,2016-10-22 10:58,30.36
45,2016-12-05 15:36,810.9
58,2016-08-15 15:12,103.04
85,2016-09-16 00:04,562.1
92,2016-11-01 20:49,121.17
43,2016-10-10 11:00,510.34
4,2016-07-11 00:46,432.45
56,2016-11-14 13:23,62.76
3,2017-02-28 14:25,487.96
57,2016-09-19 01:12,105.27
73,2016-12-23 17:20,133.9
47,2016-09-20 04:33,286.62
68,2016-08-10 13:13,561.44
15,2016-09-17 00:28,430.08
75,2016-12-03 10:21,8.1
97,2016-11-06 01:06,717.84
32,2016-09-18 15:54,308.64
15,2016-11-06 05:43,834.08
88,2016-12-03 21:44,473.1
13,2016-11-09 16:15,1044.9
21,2016-10-13 06:54,896.68
88,2016-07-08 17:31,146.78
20,2016-09-08 22:11,655.36
30,2016-10-31 17:45,562.36
3,2017-01-05 05:47,212.64
51,2016-08-03 07:07,1276.5
92,2016-12-31 05:42,21.07
24,2016-07-26 23:32,116.48
42,2016-08-13 23:27,186.4
94,2016-09-09 20:57,208.64
72,2016-10-08 01:23,508.76
25,2017-01-04 19:06,167.44
63,2017-02-10 09:18,316.02
5,2016-10-06 09:25,751.06
11,2016-11-04 15:34,499.8
43,2016-10-27 01:30,312.4
97,2016-08-01 12:33,1095.56
100,2017-03-07 12:03,263.76
38,2016-10-24 16:37,715
30,2016-09-17 08:26,67.04
15,2017-01-16 03:48,1437.56
60,2016-09-06 23:44,54.25
85,2016-10-05 22:36,162.9
65,2016-12-30 00:22,300.16
4,2017-03-05 21:43,217.44
24,2016-08-10 20:10,768
61,2016-08-17 21:05,925.12
75,2016-08-09 03:59,567.15
26,2016-07-25 23:35,98.28
39,2016-07-10 08:06,682.02
85,2017-02-17 05:13,228.34
45,2016-10-19 22:10,174.6
27,2016-10-17 22:15,427.34
55,2017-03-01 20:43,451.2
40,2016-07-02 07:34,276.15
57,2016-07-26 18:49,425.7
21,2016-08-22 18:16,158.4
33,2017-01-18 04:52,1133.05
93,2016-07-29 08:24,152.9
25,2017-01-29 12:44,439.41
71,2017-02-17 14:05,401.61
82,2016-11-30 11:06,187.88
80,2017-03-08 06:26,92.91
75,2016-08-14 04:59,400.8
100,2016-08-24 00:08,305.2
20,2016-09-13 23:35,175.23
40,2017-01-14 03:52,369.93
68,2016-08-17 13:21,1366.2
25,2016-09-20 08:02,62.28
14,2016-07-17 18:38,910.08
33,2016-08-07 06:40,662.4
40,2017-02-27 17:52,346.15
92,2017-03-10 06:11,454.1
53,2016-09-09 06:42,280.32
8,2016-12-14 11:25,659.88
87,2016-12-29 13:59,1771.77
35,2016-10-25 06:26,174.68
2,2016-10-11 13:50,685.93
7,2016-11-15 11:30,489.6
18,2017-01-13 10:57,736.65
55,2017-02-14 15:50,853.58
41,2016-10-24 04:59,1445
35,2016-07-31 07:42,62.56
18,2016-08-11 22:33,165
36,2016-11-07 10:49,156.42
87,2016-07-08 19:21,1043.46
13,2017-02-18 11:57,84.89
47,2016-12-25 05:18,180.91
79,2016-12-22 14:20,414.45
12,2016-09-11 17:53,723.69
36,2016-07-24 08:41,11.46
51,2017-01-09 10:37,523.26
34,2016-07-02 14:31,382.91
20,2017-01-02 12:10,65.17
88,2016-07-01 23:56,201.14
14,2016-12-27 02:31,80.16
82,2016-10-14 20:35,284
4,2017-02-13 11:06,694.62
56,2016-11-07 12:58,269.96
65,2016-10-19 17:39,643.95
68,2016-12-19 20:34,1145.57
64,2016-07-13 15:07,394.71
12,2017-02-21 17:00,1255.58
4,2016-12-17 15:21,403.26
32,2016-11-05 20:19,15.72
24,2017-03-12 23:53,205.7
67,2016-10-26 06:33,310
35,2016-12-08 01:59,36.84
2,2016-10-31 03:17,18.65
58,2016-08-28 07:25,112.8
20,2016-09-07 02:05,1058.61
54,2017-02-15 06:42,1147.5
31,2017-01-05 23:07,758.2
6,2016-12-11 18:25,743.38
3,2016-08-23 23:53,1224
72,2017-01-27 07:05,92.7
66,2016-11-20 23:34,72.25
79,2016-07-21 17:32,961.4
37,2017-02-02 07:53,144
6,2017-01-24 01:15,951.95
70,2016-12-12 20:00,1778.48
71,2016-11-24 11:15,754.82
69,2016-08-29 02:16,795.91
24,2017-01-09 03:56,273.7
7,2016-12-27 12:49,182.14
93,2016-07-04 07:48,405.45
76,2016-11-14 01:40,127.2
87,2016-12-08 09:27,293.25
26,2016-12-03 01:14,101.76
99,2017-02-27 07:21,1709.86
10,2016-10-23 08:09,67.8
81,2016-07-12 03:09,599.03
55,2017-01-31 08:01,889.65
15,2016-08-19 21:56,1015.29
51,2017-02-11 16:41,368.6
13,2016-07-02 22:06,71.2
27,2016-09-17 10:36,132.08
16,2016-08-01 10:46,784.75
81,2016-12-13 16:25,436.1
46,2016-09-08 08:08,744.51
50,2016-12-16 10:43,577.44
38,2017-02-18 01:29,564.45
100,2016-11-10 22:16,621.28
64,2016-12-05 01:10,1498.98
56,2016-11-10 03:52,1014.72
33,2016-12-04 21:25,261.15
39,2016-09-03 19:53,301.32
3,2016-09-24 03:26,83.78
28,2016-09-06 22:37,684
13,2017-02-26 04:57,1100.11
4,2016-11-26 13:19,228.52
1,2016-08-25 22:51,1823.73
40,2016-08-07 06:52,198.74
34,2017-02-20 00:44,635.6
74,2017-03-12 11:17,1087.15
57,2016-09-01 07:05,81.36
69,2017-01-13 21:37,1789.32
97,2017-02-22 04:42,1328.25
63,2016-08-06 02:09,275.44
62,2016-09-11 20:59,1511.51
23,2017-02-14 05:24,499.5
96,2017-02-22 05:16,100.57
42,2017-03-02 06:42,86.86
44,2016-10-11 00:44,252.89
70,2016-07-28 23:07,705.87
37,2016-10-09 15:24,42.21
81,2017-01-13 19:23,937.2
4,2017-02-07 19:00,862.65
28,2016-08-06 01:48,182.7
23,2016-12-24 11:54,200
40,2016-10-15 20:47,1623.38
62,2016-08-10 02:49,261.24
24,2016-07-01 15:20,491.04
50,2016-12-30 01:21,703.8
62,2016-11-29 17:16,521.5
41,2016-11-07 10:01,25.12
88,2017-01-14 07:07,371
55,2016-11-02 12:33,618.24
99,2016-07-06 12:01,224.46
1,2016-11-03 19:54,1010.5
59,2017-01-15 22:11,721
33,2016-10-09 17:25,169.68
14,2016-08-01 16:45,840.72
80,2017-02-19 09:38,781.74
81,2016-09-01 14:09,1081.48
41,2016-08-02 21:55,66.81
93,2016-10-08 02:51,1152.63
82,2017-01-15 04:24,177.6
50,2017-01-13 16:13,989.73
11,2016-11-02 22:42,567.24
13,2016-10-04 08:13,17.8
73,2016-10-29 20:11,561.4
76,2016-08-05 23:41,119.92
15,2017-01-08 13:47,61.48
45,2017-02-04 11:23,186.12
56,2016-10-13 05:16,1878.12
60,2016-11-03 04:46,356.5
70,2016-12-11 11:08,156.4
73,2017-01-01 17:39,708.84
3,2016-08-28 10:40,262.88
26,2016-07-13 00:25,581.35
4,2016-11-06 12:03,9.19
2,2017-01-24 17:01,782.63
32,2016-12-20 14:35,495.9
100,2016-09-07 01:31,210.48
16,2016-08-20 03:56,1713.8
1,2016-07-05 13:06,398.4
33,2016-11-15 12:10,239.25
68,2017-02-10 14:53,17.44
1,2016-11-12 04:12,96.07
37,2016-10-17 18:01,601.9
14,2016-11-07 11:17,1199.66
74,2016-11-23 01:04,43.68
1,2016-07-03 19:20,1643
59,2017-01-26 09:26,423.66
61,2016-07-02 19:19,510.45
46,2016-08-13 03:39,43.52
68,2017-01-20 05:33,303.37
9,2016-08-04 06:45,1013.71
13,2016-09-20 19:32,1576.05
98,2017-02-10 11:09,386.78
69,2017-02-21 13:34,656.53
84,2016-12-19 10:44,197.7
22,2016-08-26 13:36,1080.52
55,2016-09-09 04:13,341.62
98,2016-11-22 10:58,371.84
57,2016-11-09 05:26,229.68
39,2017-02-10 15:43,1316.16
19,2016-07-04 08:43,299.06
96,2016-09-09 22:34,515.79
33,2016-11-21 17:10,47.38
83,2016-07-16 21:06,571.5
15,2016-11-10 08:56,80.25
15,2017-03-03 17:47,178.76
56,2016-12-22 15:41,560.52
84,2016-07-29 02:58,345.4
36,2016-09-21 12:06,512.96
72,2016-08-13 22:18,114.08
5,2016-11-26 18:00,1042.72
32,2017-02-14 02:18,339.6
52,2016-10-21 23:31,351.13
95,2016-11-07 10:57,1087.8
81,2016-10-08 05:46,1438.71
86,2016-12-11 03:34,586.5
68,2016-10-25 14:56,1149.12
75,2016-12-20 11:36,1172.15
43,2016-09-03 21:57,28.05
91,2016-11-06 11:24,814.26
54,2016-09-03 01:37,321
62,2016-10-23 01:38,1183.2
54,2016-11-06 20:43,101.38
78,2016-12-28 21:25,497.51
48,2016-11-22 04:26,61.44
2,2016-11-27 06:26,968.31
97,2016-08-01 01:17,87.2
27,2016-10-09 10:03,1638.52
84,2016-07-27 19:39,318.63
2,2016-10-09 23:53,367.5
2,2016-12-26 02:40,191.4
14,2016-08-15 04:05,417.82
78,2016-08-19 07:56,295.12
86,2017-01-23 18:24,1662.86
7,2016-07-03 17:23,831.6
2,2017-02-15 13:16,744.03
20,2016-08-29 01:59,84
11,2016-11-07 19:26,142.65
98,2016-08-28 03:36,1306.8
78,2016-08-30 10:51,676
85,2017-01-08 02:25,234.08
55,2016-09-18 02:04,207.57
56,2016-09-27 04:08,224.7
94,2017-01-04 01:29,31.98
8,2017-01-26 03:29,1086.12
2,2016-12-30 23:11,168.98
93,2016-10-08 05:51,323.4
74,2016-09-19 20:07,1280.84
45,2016-11-24 11:01,1187.2
71,2016-07-21 17:33,861.84
28,2016-07-08 06:43,20.1
69,2016-07-12 11:54,967.5
73,2016-08-10 20:02,26.82
44,2016-07-30 10:00,611.31
48,2017-01-02 06:53,1772.84
68,2017-03-10 18:26,78.65
89,2016-08-10 01:29,1447.3
60,2017-02-13 18:16,910
21,2016-09-27 13:39,830.13
32,2016-09-08 12:52,840
26,2016-12-10 10:47,94.49
41,2017-02-25 21:34,1092
30,2016-10-22 08:03,1219.2
66,2017-03-11 04:27,1852.74
25,2016-09-15 02:23,19.74
93,2016-07-02 19:46,159.1
13,2016-07-02 09:10,557.52
27,2017-01-17 01:37,844.69
50,2016-11-16 17:44,361.4
34,2016-12-07 03:41,1467.75
28,2017-02-11 04:09,1456.76
62,2016-12-14 06:40,191.8
16,2016-11-24 22:14,49.14
6,2016-09-24 12:09,32.83
5,2016-12-17 14:20,1473.18
66,2016-07-25 18:59,508.53
6,2016-11-07 15:51,415.36
18,2017-01-18 08:16,296.38
41,2017-02-16 23:48,1452.65
98,2016-12-01 06:45,1345.92
48,2016-11-16 00:06,273.84
33,2016-11-28 17:52,315.02
84,2016-11-03 23:05,852.11
87,2016-10-08 18:50,354.76
66,2016-07-22 06:08,575.55
12,2017-01-28 22:26,873.09
34,2017-02-22 03:00,483
36,2016-12-05 17:15,663
43,2016-12-18 00:51,1002.96
54,2017-01-11 15:17,727.86
27,2016-12-09 08:54,649.98
90,2016-08-26 11:26,200.26
17,2017-02-10 08:11,321.08
55,2017-02-07 08:52,201.45
96,2017-01-21 03:36,321.9
61,2017-02-19 12:49,83.52
25,2016-08-14 15:47,332.01
78,2017-03-10 08:12,233.44
74,2017-01-06 06:27,626.98
51,2017-03-10 15:47,613.32
7,2016-12-22 17:18,945.5
96,2016-09-11 12:36,299.2
55,2016-12-23 20:15,1379.52
2,2016-09-17 03:52,73.14
84,2016-08-03 09:09,738
91,2016-07-30 01:42,900.48
50,2016-11-21 16:21,505.05
98,2016-09-15 21:51,1030.28
50,2016-10-22 03:11,361.68
37,2017-01-06 03:10,1688.2
67,2016-08-07 19:33,116.8
8,2016-09-01 22:39,208.68
70,2016-10-18 04:32,119.35
69,2016-09-05 08:14,589.95
1,2016-10-29 03:58,325.28
33,2017-01-25 03:36,217
71,2017-01-10 03:34,1212.53
10,2017-02-16 01:56,1857
36,2016-09-05 01:55,164.22
84,2017-01-08 00:58,1050.75
50,2016-12-02 17:26,1084.6
85,2016-09-17 08:50,132
65,2016-08-22 23:02,58.24
53,2016-11-03 05:15,1438.36
12,2016-10-20 12:52,1150.72
1,2016-10-11 20:02,1279.84
4,2016-07-11 01:24,131.25
71,2016-10-07 15:40,933.78
19,2016-08-04 08:40,117.06
56,2016-07-22 22:06,476.4
9,2016-07-02 21:02,207.35
13,2017-01-24 21:12,194.32
95,2016-10-06 14:40,343.97
61,2016-11-24 11:21,1199.61
58,2016-10-02 09:42,750.96
28,2016-11-25 16:39,280.35
79,2016-08-02 23:56,31.83
64,2016-11-07 05:22,138.6
85,2016-11-18 01:22,105.54
95,2016-10-31 23:11,152.04
93,2017-03-02 17:41,80.76
96,2016-07-25 18:13,502.74
26,2016-08-24 16:56,84.95
76,2016-07-06 10:08,107.44
72,2017-02-02 00:55,592.41
74,2017-03-01 04:55,801.32
46,2016-10-14 02:29,1359.99
76,2017-02-06 06:38,419.16
23,2016-08-18 09:30,561.33
99,2016-12-21 02:57,737.18
3,2016-07-06 14:35,384.34
89,2016-11-16 11:01,1007.14
87,2016-08-28 01:08,1244.25
73,2017-02-24 05:10,119.7
17,2016-12-25 06:39,757.02
54,2016-11-16 22:24,27
17,2017-01-05 07:28,91.2
68,2016-07-12 15:25,445.74
64,2016-09-19 13:14,5.9
25,2016-07-16 19:49,59.4
28,2017-01-24 00:50,465.76
27,2017-02-14 21:14,701.76
10,2016-08-19 19:11,299.88
95,2016-09-18 17:25,695.6
72,2017-02-16 12:39,1104.05
28,2016-08-30 02:54,1988
20,2016-10-09 09:24,146.4
31,2016-08-30 16:20,754.16
28,2016-10-29 12:15,428.46
55,2017-01-28 02:35,814
53,2016-08-24 13:35,24.68
83,2016-10-14 06:33,1269.94
25,2016-11-29 03:18,1592.77
70,2016-10-21 13:51,23.31
21,2016-08-15 11:21,401.36
51,2016-09-04 21:37,1573.39
33,2016-11-08 15:35,1374.16
93,2016-10-27 11:18,19.4
13,2016-08-20 02:23,30.7
62,2016-11-22 22:07,366
82,2017-02-06 15:41,40.64
50,2017-03-02 01:21,1093.81
